delta_frame_time,dns_answers_ttl,is_cc_provider,is_ip_private,delay
16,86384,0,1,0.6402307627647461
20,86380,0,1,-0.8536343010913067
15,345,0,1,-1.3653983127140574
13,287,0,1,0.884107611612334
13,287,0,1,-0.47934145494255287
16,3584,0,1,1.0438178131373916
15,285,0,1,-1.8794832495765832
15,285,0,1,0.44406787007513915
13,287,0,1,0.4856865347456045
19,281,0,1,-0.4439578399125734
20,280,0,1,-0.8297089449111862
17,583,0,1,0.1783217479833465
12,48,0,1,0.6375308906890623
19,300,0,1,0.03695051370014604
19,86381,0,1,-0.28589955898890695
12,288,0,1,0.28474401388490556
12,288,0,1,-1.0533893715429714
17,3583,0,1,0.27706201102737693
13,1083,0,1,-2.1758642083479978
13,1083,0,1,1.1140294730583655
17,283,0,1,0.08017736178119554
19,281,0,1,1.0901856648882362
14,46,0,1,-0.10727758623951031
17,21583,0,1,-0.2122210229819853
15,45,0,1,-0.8630477672130942
17,7183,0,1,-1.7282897645285527
20,300,0,1,-0.9525173023991371
15,585,0,1,0.49455381809152577
13,47,0,1,0.17977562648540577
11,289,0,1,0.4654898941960954
14,286,0,1,0.5148179929240513
17,283,0,1,1.7289429298926489
14,14386,0,1,-0.6111255626540287
18,282,0,1,-2.6556119583322473
17,283,0,1,-0.054908040251252566
14,286,0,1,0.1689045820843209
12,3588,0,1,0.516615915291224
15,285,0,1,0.457180003978182
15,285,0,1,1.96536348349615
14,286,0,1,2.8739287448676776
19,281,0,1,-0.2573883507744204
19,600,0,1,0.6208365801394254
18,282,0,1,-0.9954934825888584
13,3587,0,1,1.8125805083110624
15,285,0,1,-0.42015410313231866
12,108,0,1,-0.3615884082441166
12,288,0,1,1.402019623770625
19,11,0,1,0.6349731055706903
15,1785,0,1,0.8592892936427876
18,282,0,1,1.276624943004409
15,585,0,1,-1.3172466068910769
18,282,0,1,-0.011624353857600613
19,38,0,1,0.17241941666750293
17,86383,0,1,-0.052174660964495495
14,286,0,1,3.070517470748939
12,288,1,1,-0.3273529983053546
18,282,0,1,-0.01798532825964713
16,284,0,1,0.07797786911270296
12,288,0,1,-1.751433678053282
13,587,0,1,0.8137663086789968
13,287,0,1,-0.829514370453873
13,287,0,1,0.44166684595958283
13,14387,0,1,-1.2306280436810313
11,349,0,1,-0.20085366827834733
11,349,0,1,0.09167543063748625
19,281,0,1,-1.5677304356719755
17,163,0,1,2.7859465679764255
18,282,0,1,-0.557266656240546
17,28783,0,1,-0.10654093101744186
12,288,0,1,-1.021578455745124
17,283,0,1,-0.04924081850039724
12,86388,0,1,-0.18795878142294237
15,885,0,1,0.8111488725469977
15,885,0,1,-1.0529427333302064
13,60,0,1,0.26652010035770807
20,280,0,1,0.2333517793040174
18,282,0,1,-0.10079790673923361
20,600,0,1,0.6860041997303314
13,887,0,1,0.27795813427441973
12,588,0,1,0.8627672513297823
15,15,1,1,-1.1547942918758731
11,3589,0,1,0.13883560169550016
12,288,0,1,-1.5283667270055152
17,13,0,1,-0.6128600016833654
17,14383,0,1,1.3412216860901016
16,3584,0,1,0.7775850530214431
11,589,0,1,0.2873789653335602
13,300,0,1,-0.7327039332055921
13,47,0,1,0.16613481306933509
12,588,0,1,0.3826455573217409
12,588,0,1,-0.8521877139048281
18,3582,0,1,-0.6654659759796537
15,285,0,1,0.2796729717333562
13,287,0,1,0.2629265012946969
16,1784,0,1,-0.4328652254052917
12,288,0,1,1.2145044517159214
14,300,0,1,1.2855137791940374
14,300,0,1,-1.0508208191789727
18,282,0,1,0.5975938060240947
18,582,0,1,-1.454156671474776
20,1779,0,1,0.46623547847576857
14,286,0,1,-0.8786458268642668
17,283,0,1,-0.7447915186584342
18,42,0,1,0.07171924406330785
18,86382,0,1,-0.727806631372499
4,43196,0,1,0.5064855687365043
3,27,0,1,0.10468690408956066
2,898,0,1,-0.5312520901002519
5,296,0,1,-0.5062151297273203
3,297,0,1,-0.5508247532347674
2,58,0,1,1.0594339564860553
2,3598,0,1,-0.5518086697285214
3,297,0,1,-0.001509658088066783
3,14397,0,1,0.2906709341360827
4,3596,0,1,-0.07488278070441674
1,3599,0,1,0.9086247212955952
4,596,0,1,-0.012731422270379359
3,297,0,1,0.012591210134861898
4,56,1,1,-0.14147865535470697
3,10797,0,1,0.5267131075790943
2,298,0,1,0.23046466289589418
3,357,0,1,-0.51806343609954
4,86396,0,1,-0.5532122296273583
4,596,0,1,-0.3986682374059704
5,55,0,1,-0.8960521931847456
3,177,0,1,0.12388274117559882
5,55,0,1,-0.580655400632266
3,597,0,1,1.1300508884229543
2,58,0,1,1.1708670499365497
4,896,0,1,0.30356426783158597
1,59,0,1,-0.18326389045638605
2,298,0,1,0.5368305962962914
2,3598,0,1,-1.79419644767339
4,296,0,1,-0.03711875020400552
1,299,0,1,-0.2674951646258123
2,298,0,1,0.7964426267650152
2,3598,0,1,0.525302516059459
4,7196,0,1,-0.554963669056811
4,296,0,1,1.4553100643938397
3,297,0,1,1.8046180830604395
2,298,0,1,1.1169634436396372
3,300,0,1,1.580112817116506
3,56,0,1,-0.6002480983278955
3,3597,0,1,-0.24564357920744392
2,1798,0,1,-0.0216785081097774
5,55,0,1,-0.7571740938107048
5,14395,0,1,-1.0787859838838325
2,58,0,1,-0.16345652959462553
3,597,0,1,0.19551377689122115
4,296,0,1,0.6299926576418567
4,3596,0,1,0.2290909320671165
4,296,0,1,1.1153387776023729
3,297,0,1,2.154529234808374
4,596,0,1,-2.4078560580344974
4,86396,0,1,0.7984580852910445
4,596,0,1,0.3119469377576575
4,86396,0,1,-0.21644290701417726
4,86396,0,1,0.17787566651209663
3,3597,0,1,-0.7447599357712995
3,86395,0,1,2.7567941966662395
5,295,0,1,0.28932575557983514
4,3596,0,1,0.8386364995148885
5,295,0,1,-0.2682251773641168
3,597,0,1,-0.5232205781829026
2,10798,0,1,-0.025105956411360746
4,296,0,1,0.8447636583075648
3,297,0,1,-1.3016888126528365
2,298,0,1,-0.012706312429585583
3,1796,0,1,1.963711066895281
4,296,0,1,-0.4494020863901323
4,296,0,1,1.3526816747415888
1,86399,0,1,0.7934820629409689
2,86398,0,1,-0.28077864222703547
3,297,0,1,-0.21894608514396305
1,359,0,1,0.612113442496171
3,597,0,1,-0.3508416609960135
3,297,0,1,0.32790321858494015
4,296,1,1,-0.20753694285812405
2,298,0,1,0.8089445903802306
4,116,1,1,-0.48763375467836667
3,58,0,1,-0.011354301889657803
3,3597,0,1,-1.4703763727139771
3,297,0,1,-0.3884438790198187
3,297,0,1,1.4186390078861812
5,295,0,1,-0.11840184524108882
4,296,0,1,-1.863674289237985
4,3596,0,1,-0.6291888253098469
3,297,0,1,1.5736483177979483
3,297,0,1,-0.2553603496191289
3,597,0,1,0.10757277549312953
4,6,1,1,0.5349711708637944
4,3596,0,1,-0.806281605249566
5,595,0,1,-0.7853445376722383
2,3598,0,1,-0.20436832697842341
5,295,0,1,-0.24759265417080908
4,596,0,1,-0.0005335644808784463
2,298,0,1,1.3301391799792766
2,3599,0,1,-0.29563338861247274
1,299,0,1,-0.06570466050531291
4,596,0,1,-1.266699365165058
2,898,0,1,0.6298921667462554
1,599,0,1,1.1910371532102884
3,297,0,1,-0.12537666983186554
4,296,0,1,-0.4605674339566918
2,86398,0,1,-0.2530886232364336
4,296,0,1,-1.1813120534181971
3,782,0,1,0.460405714108912
1,298,0,1,-0.37054743054753914
5,3595,0,1,0.5589509254328598
3,597,0,1,-0.2633220768806204
5,596,0,1,-0.5851216491551806
2,14398,0,1,1.5114127517258005
2,898,0,1,0.48622646701360545
5,295,0,1,1.3042394799508272
4,86396,0,1,-0.061468190284498604
3,597,0,1,-0.7277878117343363
1,599,0,1,-0.9174962354081158
4,296,0,1,-1.7526892383620711
3,297,0,1,1.6484831093123968
3,0,0,1,-0.9587229676117899
3,14397,0,1,1.0106792154215152
2,298,0,1,0.0027861985213408005
3,57,0,1,-2.4312687112678466
4,296,0,1,0.4493285133570949
2,300,0,1,-1.7316286465943593
4,296,0,1,0.12874686240266012
5,21595,0,1,1.1284320403020391
5,86395,0,1,-0.3593496139763914
2,298,0,1,-1.7374014920851526
2,598,0,1,0.23581972758939918
2,58,0,1,-0.7640012330484983
2,7198,0,1,0.29395636283475923
3,597,0,1,0.060108296599474836
5,895,0,1,0.10999737436779743
4,596,0,1,0.15199727009316516
5,295,0,1,1.140634506460096
4,596,0,1,-0.7501118618263192
3,3597,0,1,0.5453544541857097
4,1796,0,1,1.1485813394826065
5,14395,0,1,-1.672151920213426
3,57,0,1,-0.4343841110294845
2,298,0,1,0.379227512577601
4,596,0,1,0.21992751472316632
3,86397,0,1,1.5189442502890935
5,895,0,1,0.6888842000030442
4,7196,0,1,1.3042560297539951
3,297,0,1,-0.23853548203007136
4,56,0,1,-1.1688179351789645
4,26,0,1,-0.07366382557785561
4,1796,0,1,0.014034150003908926
1,2399,0,1,1.1121442684687106
3,297,0,1,1.1105633701844042
5,0,0,1,0.7828323686523841
3,57,0,1,-1.7510006107612566
5,295,0,1,-1.186090315951181
5,595,0,1,-1.163501960983126
4,1988,0,1,-1.3962237503860668
3,597,0,1,-0.22946289049264518
2,18,0,1,0.2844719250379369
2,598,0,1,0.19570440226568403
2,298,0,1,-1.0419447569496272
5,295,0,1,-1.0589846722176304
1,299,0,1,-0.4790572713975846
4,596,0,1,-0.03138507936362076
5,7195,0,1,0.8006667931815075
1,299,0,1,-0.38318772613597557
2,3598,0,1,-1.0615867039815097
1,299,0,1,1.5479311317985622
2,2398,0,1,-0.46969207989955597
5,295,0,1,-1.0085817715352359
3,27,1,1,0.36567416087373406
4,296,0,0,1.2274360452929398
4,1796,0,1,-0.6222746245814829
1,599,0,1,1.485636682324218
2,58,0,1,0.6564004329921113
4,296,0,1,-0.9356732941958507
2,58,0,1,0.9227734078339568
3,57,0,1,-0.7242962777796239
2,33,1,1,-0.10606723943114327
5,295,0,1,-0.40785596259576834
2,298,0,1,-0.8827246511565727
3,1197,0,1,-0.5442737040690027
2,298,0,1,-1.7741801405718414
3,297,0,1,-0.8655093432030702
5,14395,0,1,1.6644785465981653
2,3598,0,1,0.8502046189356249
4,56,0,1,-1.812760746291711
2,58,0,1,-0.18220353694609315
5,7195,0,1,-0.8493565712327603
3,297,0,1,-0.4805283539078926
5,295,0,1,-0.1441390106573087
1,599,0,1,0.39587979826912983
1,59,0,1,-1.5832014384881998
3,357,0,1,-1.2455265441936143
5,295,0,1,1.2036095068964026
4,3596,0,1,-0.2628251219863339
1,86399,0,1,-1.5127662137359175
2,58,1,1,0.2513804616388144
3,897,0,1,0.6912462055088905
2,298,0,1,0.7654935755058427
2,298,0,1,-0.7459475546734579
4,296,0,1,-0.19525218577389683
4,296,0,1,0.4911785711154615
2,14398,0,1,0.3069911492718735
3,297,0,1,1.2826005820423003
3,27,0,1,-1.3600305911424406
2,298,0,1,-0.879002123269232
4,296,0,1,0.3711168307228322
3,14397,0,1,-0.26877695084351777
5,3595,0,1,-0.647205111992369
3,297,0,1,0.06160210838719862
5,595,0,1,-0.9449429580498772
7,3600,0,1,-1.1662904023011404
4,296,0,1,0.16498302230587472
4,596,0,1,0.6118504501030679
5,295,0,1,-0.8627442831466297
3,297,0,1,-0.893630267704466
5,295,0,1,0.7199816339593501
3,86397,0,1,0.7805193244945643
2,3598,0,1,0.6984743458782396
3,87,0,1,-1.1716237284547706
1,59,0,1,-0.158617344598586
5,295,0,1,1.3950042188723744
5,295,0,1,0.4399857441198725
4,3596,0,1,-0.5292645786167678
3,297,0,1,0.09753230642864641
4,116,0,1,-0.36009197370387935
1,299,0,1,0.3895452348211126
2,128,0,1,0.31622709667936105
5,3595,0,1,0.2999001022614493
4,296,0,1,0.7600781192659135
2,3598,0,1,-0.28283137154709354
4,296,0,1,-1.2469964813155427
4,296,0,1,1.4248495952881595
5,295,0,1,2.089558674234413
4,56,0,1,0.9081936838299224
4,296,0,1,-1.0403176029234602
5,295,0,1,-1.8897106874557117
3,86397,0,1,0.7217219158039603
2,298,0,1,1.1135220487981543
1,599,0,1,-0.4632165721505767
2,298,0,1,0.5063325719069516
4,297,0,1,0.44259619404526973
2,3601,0,1,1.0711295651125856
3,1797,0,1,1.7110658612881882
2,298,0,1,-0.19266753947882134
2,60,0,1,-0.8132492302408584
3,297,0,1,0.37231715294612966
2,3598,0,1,-1.6582544019561802
2,598,0,1,-0.6832799186124985
2,298,0,1,0.9478490961046674
1,14399,0,1,0.4138925437649225
5,295,0,1,2.2617129062807013
2,298,0,1,-1.5960858588445739
2,58,0,1,0.3011844136294301
3,3597,0,1,-0.7430428648875507
1,299,1,1,-1.2397363084884678
5,7195,0,1,-0.016679394989868597
5,295,0,1,-0.018105084511737316
2,86398,0,1,-0.6159354682439262
2,358,0,1,-0.3160304288496629
2,298,0,1,0.8743609442000736
4,1,0,1,1.2275071753337194
3,3597,0,1,-2.443931142373586
3,597,0,1,-0.9843274093223873
2,58,0,1,0.40701346457674065
5,14395,0,1,-0.09195654700245158
4,296,0,1,-0.6326909503349569
2,86398,0,1,-1.0840118932498308
4,86396,0,1,-0.22589475426578698
4,296,0,1,-0.07436481374092128
2,298,0,1,-0.4232377085940862
3,297,0,1,0.24488953528175592
2,598,0,1,0.9270388539090888
3,14397,0,1,-1.2429272184538676
1,3599,0,1,-1.0597814127440286
3,27,1,1,-1.0253520382831076
5,595,0,1,-0.9386020751981462
5,295,0,1,-1.475646666413959
4,596,0,1,-0.13132010586925275
2,3598,0,1,-0.928522046572282
1,59,1,1,-1.1548121732421903
4,86396,0,1,-1.134638663025594
2,58,0,1,-0.7395344961249055
3,297,0,1,-0.5659106819608971
4,596,0,1,-0.20898581122892823
4,296,0,1,-0.5103405431839516
4,596,0,1,-0.2079900688507925
4,296,0,1,-0.08864863904753274
4,296,0,1,0.011871468876978725
11,14389,0,1,-1.1612943741261272
15,285,0,1,1.1125638238154902
13,43,0,1,-0.4786680521309095
20,580,0,1,1.647993116608812
12,168,0,1,-1.7932631702399846
15,86385,0,1,-1.8323731199696003
17,283,0,1,0.9652297335980917
19,281,0,1,-0.2904737960096732
20,580,0,1,-0.033093539031519695
20,280,0,1,-0.7620794694467655
14,286,0,1,-1.8538336846876704
14,286,0,1,0.5487478580764833
18,3582,0,1,-0.707301540115978
14,280,0,1,-1.1282712020623318
19,300,0,1,1.059265483821196
18,282,0,1,-0.3434472063895916
16,44,1,1,0.1970170509101297
13,287,0,1,-1.1483374028170088
13,287,0,1,0.03310943911141742
11,109,0,1,-1.3452308427907087
15,32,0,1,0.5623317885435072
16,3584,0,1,0.27434859829189995
14,3586,0,1,-0.376309119452735
12,300,0,1,0.884890503936106
15,286,0,1,0.9637234361552599
19,1780,0,1,-1.6138133533787384
17,283,0,1,0.07085051999937372
18,42,0,1,-1.3280868897584974
17,583,0,1,-0.2153593891465695
14,286,0,1,0.8955591541575929
20,86380,0,1,-0.7399822593861877
13,588,0,1,1.1842947701809183
17,583,0,1,2.1070298762535353
15,285,0,1,-0.322998192766675
15,3585,0,1,0.46605225278589146
12,288,0,1,0.1974973093562737
14,286,0,1,0.07715033521524531
15,285,0,1,-1.1023785359499987
16,284,0,1,0.46731467958256623
20,40,0,1,0.6805683243361009
12,86388,0,1,0.3712674905444064
19,11,0,1,-1.8384047532990113
19,281,0,1,1.0498614016605927
18,600,0,1,-0.9864615487396473
14,3600,0,1,-0.13358619934570526
16,284,0,1,-0.236369844674219
12,14388,0,1,-2.8054986679780867
14,286,0,1,0.4806708328075219
17,300,0,1,-1.100743787915089
19,28781,0,1,0.3876429886310765
12,3588,0,1,1.8873866444199618
11,1189,0,1,-1.7558366974713997
17,283,0,1,-0.7383028397708401
16,3584,0,1,0.03514467101602397
16,14,1,1,0.6045359637864045
19,86381,0,1,1.3569787236434285
20,580,0,1,0.03202578718715279
18,7182,0,1,0.8884411113430858
19,360,0,1,1.2036289709389227
17,283,0,1,-0.8388151244533846
12,1788,0,1,1.1394663568131231
14,2386,0,1,-0.2485587582013171
16,3600,0,1,-0.7417426122631817
16,3584,0,1,1.0589086228509201
18,3582,0,1,-0.371900358719079
18,882,0,1,-0.6330397698437791
20,280,0,1,0.30675430135672205
13,287,0,1,-2.629787041873027
18,282,0,1,-1.2173125987338507
17,900,0,1,1.4245497016063344
16,284,0,1,0.6498850038442389
12,288,0,1,2.1172234460136163
19,581,0,1,2.1342816649692455
19,281,0,1,-1.5934415507899213
15,86385,0,1,-1.0348043464414765
19,7200,0,1,0.5593620087707368
14,1786,0,1,-0.6314934019421111
20,14380,0,1,-1.6556489951471303
19,21581,0,1,-0.9780666788194889
17,1310,0,1,-0.18585972550216126
13,86387,0,1,0.21717467170776406
13,86387,0,1,-1.151062975130049
19,41,0,1,-0.6981451968269389
18,282,0,1,0.06034730638837998
13,3600,0,1,1.972618736460543
13,287,0,1,-0.2917210316629693
13,587,0,1,-0.04224956683430743
18,282,0,1,-1.2990605075508068
17,283,0,1,0.19234137195071593
18,282,0,1,-1.0120882557941524
13,287,0,1,-2.8375849357712672
13,287,0,1,-0.8489591393680974
16,584,0,1,1.7932075905325122
16,86384,0,1,-0.1885558865040367
14,46,0,1,-0.7707716925168336
17,283,0,1,-0.7038862944203396
13,287,0,1,-0.35284682208382023
15,585,0,1,1.0125836351591517
11,349,0,1,0.8137979995103898
12,86388,0,1,0.20856325684272145
14,46,0,1,-0.3617674103533502
16,584,0,1,0.517645389074088
16,584,0,1,1.5464979320195416
12,288,0,0,0.4030024331095452
18,3582,0,1,1.212206919000943
18,3582,0,1,1.0382090200224705
18,282,0,1,0.6492272785911751
18,5,0,1,-0.10118692647984354
15,885,0,1,-0.6410274986748233
14,286,0,1,1.2626882736515237
14,286,0,1,1.4643273135096864
19,10,1,1,-1.4651674717140237
14,7186,0,1,0.039802978915863346
12,48,0,1,0.5950545806703572
17,43,0,1,0.09252024806270986
18,300,0,1,1.2085406463447355
15,14385,0,1,1.981822880059012
12,3588,0,1,-0.8875235800929788
13,86387,0,1,1.9443233676046
17,283,0,1,0.38092607052061045
17,283,0,1,-0.46657872012534973
14,46,0,1,0.6306404954823982
19,41,0,1,-0.6565940070104925
19,2381,0,1,1.2330350712913656
13,587,0,1,-0.46943263853314793
14,286,0,1,0.11863086597229071
12,288,0,1,-0.2586747811233567
12,3588,0,1,-0.5940466421929355
12,3588,0,1,0.9035677418338841
14,886,0,1,-0.02515224234638088
14,586,0,1,-2.3411053286881987
14,586,0,1,0.666006317479929
18,42,0,1,2.2362132720624786
14,286,0,1,-0.23644738808962376
13,287,0,1,-0.2914376071325967
15,585,0,1,-1.0561135083466018
14,3253,0,1,-0.04845813542779765
18,3582,0,1,-0.3412434338210434
14,3600,0,1,0.037282681204414136
18,582,0,1,2.570444695913561
14,286,0,1,-2.333469313271551
12,588,0,1,-1.6981751464294172
12,588,0,1,1.710424612973087
16,3584,0,1,1.0261472346817613
13,7,0,1,-0.21047327847955505
18,282,0,1,-0.6026466500880143
12,48,0,1,-0.21188391709388218
16,284,0,1,0.9557196660020076
18,582,0,1,0.1635253261177319
15,285,1,1,-0.937091556168914
20,0,0,0,-0.8367276437514571
17,3583,0,1,0.012028440095894937
14,586,0,1,1.3284260219732904
18,86400,0,1,0.2762126144725293
18,86400,0,1,1.1615119439193495
16,3584,0,1,-0.737018738106359
16,44,0,1,0.972784991159552
18,14382,0,1,0.5020679299025459
12,48,0,1,-1.0944314057489766
12,48,0,1,1.9152541633495623
19,1781,0,1,-0.14462485396759456
